"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2016","2016",3164,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2017","2017",3192,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2018","2018",3191,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2005","2005",2952,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2006","2006",2927,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2007","2007",2920,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2008","2008",2924,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2009","2009",2936,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2010","2010",2992,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2011","2011",3002,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2012","2012",3014,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2013","2013",3022,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2014","2014",2976,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2015","2015",2942,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2016","2016",2921,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2017","2017",2936,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2018","2018",2899,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2005","2005",104.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2006","2006",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2007","2007",108.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2008","2008",106.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2009","2009",103.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2010","2010",103.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2011","2011",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2012","2012",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2013","2013",106.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2014","2014",107.3,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2015","2015",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2016","2016",110.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2017","2017",105.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUS","Australia","2018","2018",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2005","2005",102.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2006","2006",101.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2007","2007",103.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2008","2008",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2009","2009",102.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2010","2010",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2011","2011",103.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2012","2012",103.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2013","2013",106.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2014","2014",106.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2015","2015",107.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2016","2016",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2017","2017",107.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","AUT","Austria","2018","2018",109.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2005","2005",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2006","2006",100.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2007","2007",101.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2008","2008",98.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2009","2009",96.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2010","2010",96.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2011","2011",96.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2012","2012",99,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2013","2013",99.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2014","2014",98.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2015","2015",98.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2016","2016",99.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2017","2017",98.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BEL","Belgium","2018","2018",99.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2005","2005",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2006","2006",103.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2007","2007",104.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2008","2008",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2009","2009",103.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2010","2010",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2011","2011",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2012","2012",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2013","2013",105,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2014","2014",98.7,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2015","2015",97.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2016","2016",102.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2017","2017",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2018","2018",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2005","2005",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2006","2006",95.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2007","2007",95.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2008","2008",93.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2009","2009",92.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2010","2010",92.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2011","2011",90.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2012","2012",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2013","2013",87.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2014","2014",87.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2015","2015",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2016","2016",88.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2017","2017",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2018","2018",87,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2005","2005",115.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2006","2006",112.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2007","2007",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2008","2008",109.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2009","2009",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2010","2010",110.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2011","2011",106.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2012","2012",103.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2013","2013",108.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2014","2014",108.7,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2015","2015",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2016","2016",114.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2017","2017",115.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2018","2018",117.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2005","2005",106,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2006","2006",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2007","2007",110.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2008","2008",111.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2009","2009",109.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2010","2010",112.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2011","2011",113.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2012","2012",116.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2013","2013",117.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2014","2014",118,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2015","2015",118.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2016","2016",117.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2017","2017",118.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2018","2018",118,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2005","2005",111.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2006","2006",111,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2007","2007",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2008","2008",112.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2009","2009",111.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2010","2010",113.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2011","2011",111.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2012","2012",111.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2013","2013",110.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2014","2014",107.1,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2015","2015",108.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2016","2016",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2017","2017",109.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2018","2018",108.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2005","2005",97,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2006","2006",99.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2007","2007",102.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2008","2008",101.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2009","2009",102.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2010","2010",101.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2011","2011",103.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2012","2012",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2013","2013",101.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2014","2014",104.1,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2015","2015",105.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2016","2016",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2017","2017",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2018","2018",105.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2005","2005",114.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2006","2006",113.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2007","2007",115.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2008","2008",111.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2009","2009",113.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2010","2010",112,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2011","2011",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2012","2012",108.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2013","2013",108.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2014","2014",109.1,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2015","2015",106.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2016","2016",105.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2017","2017",106,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2018","2018",108.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2005","2005",90.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2006","2006",90.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2007","2007",87.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2008","2008",86.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2009","2009",85.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2010","2010",81.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2011","2011",81.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2012","2012",80.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2013","2013",78.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2014","2014",83.1,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2015","2015",85.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2016","2016",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2017","2017",88.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2018","2018",89.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2005","2005",129.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2006","2006",134.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2007","2007",138.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2008","2008",134.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2009","2009",134.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2010","2010",131,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2011","2011",131.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2012","2012",134.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2013","2013",133.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2014","2014",136.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2015","2015",140.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2016","2016",140.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2017","2017",144.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2018","2018",146.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2005","2005",113,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2006","2006",114.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2007","2007",111.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2008","2008",112.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2009","2009",111.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2010","2010",111.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2011","2011",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2012","2012",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2013","2013",110,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2014","2014",106.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2015","2015",114.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2016","2016",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2017","2017",115.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2018","2018",117.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2005","2005",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2006","2006",110.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2007","2007",110.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2008","2008",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2009","2009",112,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2010","2010",111.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2011","2011",109.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2012","2012",109.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2013","2013",108.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2014","2014",105.9,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2015","2015",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2016","2016",103.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2017","2017",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2018","2018",106.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2005","2005",92.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2006","2006",90.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2007","2007",90.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2008","2008",89.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2009","2009",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2010","2010",87.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2011","2011",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2012","2012",88.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2013","2013",87.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2014","2014",87.1,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2015","2015",86.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2016","2016",85.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2017","2017",86.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2018","2018",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2005","2005",87.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2006","2006",90.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2007","2007",91.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2008","2008",93.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2009","2009",91.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2010","2010",91.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2011","2011",97.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2012","2012",95.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2013","2013",96.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2014","2014",95.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2015","2015",96.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2016","2016",96.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2017","2017",98.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2018","2018",100.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2005","2005",110.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2006","2006",109.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2007","2007",108.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2008","2008",108.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2009","2009",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2010","2010",110.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2011","2011",113.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2012","2012",115.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2013","2013",113.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2014","2014",111.8,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2015","2015",112.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2016","2016",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2017","2017",109.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2018","2018",108.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2005","2005",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2006","2006",88,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2007","2007",88.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2008","2008",88.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2009","2009",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2010","2010",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2011","2011",85.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2012","2012",86.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2013","2013",87.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2014","2014",89.9,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2015","2015",90,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2016","2016",90.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2017","2017",91,,
